date,googl,aapl
ene.21,1800.2,133.04
feb.21,2058.09,131.53
mar.21,2047.67,121.87
abr.21,2272.99,131.81
may.21,2308.56,126.78
jun.21,2420.92,129.96
jul.21,2571.2,145.14
ago.21,2767.42,148.18
sep.21,2823.57,148.31
oct.21,2802.26,145.56
nov.21,2935.13,154.26
dic.21,2903.02,173.55
